# OpenTelemetry Metrics report: .csv, 4 fields: 
StorageLockContext.competingThreads.avg,1761856784730000000,1761856844727000000,0.0
FilePageCache.maxRegisteredFiles,1761856784730000000,1761856844727000000,512
MappedFileStorage.totalPagesMapped,1761856784730000000,1761856844727000000,14
FilePageCache.capacityInBytes,1761856784730000000,1761856844727000000,629145600
MappedFileStorage.totalBytesMapped,1761856784730000000,1761856844727000000,194248704
StorageLockContext.competingThreads.90P,1761856784730000000,1761856844727000000,0
AWTEventQueue.dispatchTimeMaxNs,1761856784730000000,1761856844727000000,23592959
FlushQueue.queueSizeMax,1761856784730000000,1761856844727000000,5
FlushQueue.waitingTimeMaxNs,1761856784730000000,1761856844727000000,806911
FlushQueue.waitingTimeAvgNs,1761856784730000000,1761856844727000000,146429.3012048193
NonBlockingReadAction.failedExecutionTimeUs,1761856784730000000,1761856844727000000,0
NonBlockingReadAction.finalizedExecutionsCount,1761856784730000000,1761856844727000000,0
FlushQueue.tasksExecuted,1761856784730000000,1761856844727000000,83
AWTEventQueue.dispatchTimeAvgNs,1761856784730000000,1761856844727000000,555910.9600507292
FlushQueue.queueSize90P,1761856784730000000,1761856844727000000,1
ReadAction.executionsCount,1761856784730000000,1761856844727000000,93
NonBlockingReadAction.failedExecutionsCount,1761856784730000000,1761856844727000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1761856784730000000,1761856844727000000,0
FlushQueue.executionTimeMaxNs,1761856784730000000,1761856844727000000,1310719
AWTEventQueue.dispatchTime90PNs,1761856784730000000,1761856844727000000,1081343
FlushQueue.waitingTime90PNs,1761856784730000000,1761856844727000000,196607
FlushQueue.queueSizeAvg,1761856784730000000,1761856844727000000,0.3253012048192771
AWTEventQueue.dispatchTimeTotalNS,1761856784730000000,1761856844727000000,876652076
AWTEventQueue.eventsDispatched,1761856784730000000,1761856844727000000,1577
FlushQueue.executionTime90PNs,1761856784730000000,1761856844727000000,110079
FlushQueue.executionTimeAvgNs,1761856784730000000,1761856844727000000,78195.6626506024
WriteAction.executionsCount,1761856784730000000,1761856844727000000,0
Indexes.stubs.lookupDurationMaxMs,1761856784730000000,1761856844727000000,0.0
Indexes.stubs.lookupDurationAvgMs,1761856784730000000,1761856844727000000,0.0
Indexing.writer_2.totalTimeSpentWritingMs,1761856784730000000,1761856844727000000,0
Indexing.cache.totalCacheEvicted,1761856784730000000,1761856844727000000,0
Indexing.cache.totalCacheMisses,1761856784730000000,1761856844727000000,0
Indexes.stubs.lookups,1761856784730000000,1761856844727000000,0
Indexes.stubs.lookupDuration90PMs,1761856784730000000,1761856844727000000,0.0
Indexes.allKeys.lookupDuration90PMs,1761856784730000000,1761856844727000000,0.0
Indexing.writesQueuedMax,1761856784730000000,1761856844727000000,0
Indexes.entries.lookupDuration90PMs,1761856784730000000,1761856844727000000,0.0
Indexing.writer_0.totalTimeSpentWritingMs,1761856784730000000,1761856844727000000,0
Indexing.writesQueuedMin,1761856784730000000,1761856844727000000,0
Indexes.entries.lookupDurationAvgMs,1761856784730000000,1761856844727000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1761856784730000000,1761856844727000000,0
Indexing.cache.totalCacheAccesses,1761856784730000000,1761856844727000000,0
Indexing.writesQueuedAvg,1761856784730000000,1761856844727000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1761856784730000000,1761856844727000000,0.0
Indexes.entries.lookups,1761856784730000000,1761856844727000000,0
Indexes.allKeys.lookupDurationAvgMs,1761856784730000000,1761856844727000000,0.0
Indexing.writer_3.totalTimeSpentWritingMs,1761856784730000000,1761856844727000000,0
Indexing.totalTimeIndexersSleptMs,1761856784730000000,1761856844727000000,0
Indexes.allKeys.lookups,1761856784730000000,1761856844727000000,0
Indexes.entries.lookupDurationMaxMs,1761856784730000000,1761856844727000000,0.0
cacheStateStorage.set.counter,1761856784730000000,1761856844727000000,0
cacheStateStorage.get.duration,1761856784730000000,1761856844727000000,0
cacheStateStorage.get.counter,1761856784730000000,1761856844727000000,0
cacheStateStorage.set.duration,1761856784730000000,1761856844727000000,0
jps.load.initial.state.ms,1761856784730000000,1761856844727000000,0
jps.artifact.entities.serializer.save.entities.ms,1761856784730000000,1761856844727000000,0
workspaceModel.do.save.caches.ms,1761856784730000000,1761856844727000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1761856784730000000,1761856844727000000,0
jps.library.entities.serializer.load.entities.ms,1761856784730000000,1761856844727000000,0
jps.storage.jps.conf.reader.load.component.ms,1761856784730000000,1761856844727000000,0
workspaceModel.load.cache.from.file.ms,1761856784730000000,1761856844727000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1761856784730000000,1761856844727000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1761856784730000000,1761856844727000000,0
workspaceModel.global.updates.ms,1761856784730000000,1761856844727000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1761856784730000000,1761856844727000000,0
workspaceModel.global.updates.count,1761856784730000000,1761856844727000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1761856784730000000,1761856844727000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1761856784730000000,1761856844727000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1761856784730000000,1761856844727000000,0
jps.project.serializers.save.ms,1761856784730000000,1761856844727000000,0
jps.module.iml.entities.serializer.load.entities.ms,1761856784730000000,1761856844727000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1761856784730000000,1761856844727000000,0
jps.global.get.libraries.ms,1761856784730000000,1761856844727000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1761856784730000000,1761856844727000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1761856784730000000,1761856844727000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1761856784730000000,1761856844727000000,0
jps.global.handle.changed.events.ms,1761856784730000000,1761856844727000000,0
jps.app.storage.content.writer.save.component.ms,1761856784730000000,1761856844727000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1761856784730000000,1761856844727000000,0
workspaceModel.mutableEntityStorage.entities.ms,1761856784730000000,1761856844727000000,0
jps.facet.change.listener.init.bridge.ms,1761856784730000000,1761856844727000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1761856784730000000,1761856844727000000,0
workspaceModel.global.apply.state.to.project.ms,1761856784730000000,1761856844727000000,0
jps.global.initialize.library.bridges.ms,1761856784730000000,1761856844727000000,0
jps.facet.change.listener.process.change.events.ms,1761856784730000000,1761856844727000000,0
jps.global.handle.before.change.events.ms,1761856784730000000,1761856844727000000,0
workspaceModel.mutableEntityStorage.instances.count,1761856784730000000,1761856844727000000,0
jps.project.serializers.load.ms,1761856784730000000,1761856844727000000,0
jps.save.changed.project.entities.ms,1761856784730000000,1761856844727000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1761856784730000000,1761856844727000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1761856784730000000,1761856844727000000,0
jps.global.get.library.ms,1761856784730000000,1761856844727000000,0
jps.artifact.entities.serializer.load.entities.ms,1761856784730000000,1761856844727000000,0
jps.global.initialize.library.bridges.after.loading.ms,1761856784730000000,1761856844727000000,0
jps.apply.loaded.storage.ms,1761856784730000000,1761856844727000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1761856784730000000,1761856844727000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1761856784730000000,1761856844727000000,0
jps.global.get.library.by.name.ms,1761856784730000000,1761856844727000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1761856784730000000,1761856844727000000,0
workspaceModel.moduleBridge.update.option.ms,1761856784730000000,1761856844727000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1761856784730000000,1761856844727000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1761856784730000000,1761856844727000000,0
jps.facet.change.listener.before.change.events.ms,1761856784730000000,1761856844727000000,0
jps.app.storage.content.reader.load.component.ms,1761856784730000000,1761856844727000000,0
jps.modifiable.module.model.bridge.new.module.ms,1761856784730000000,1761856844727000000,0
jps.module.iml.entities.serializer.save.entities.ms,1761856784730000000,1761856844727000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1761856784730000000,1761856844727000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1761856784730000000,1761856844727000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1761856784730000000,1761856844727000000,0
jps.modifiable.module.model.bridge.renaming.ms,1761856784730000000,1761856844727000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1761856784730000000,1761856844727000000,0
jps.modifiable.module.model.bridge.disposing.ms,1761856784730000000,1761856844727000000,0
jps.reload.project.entities.ms,1761856784730000000,1761856844727000000,0
jps.modifiable.module.model.bridge.load.module.ms,1761856784730000000,1761856844727000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1761856784730000000,1761856844727000000,0
jps.library.entities.serializer.save.entities.ms,1761856784730000000,1761856844727000000,0
jps.save.global.entities.ms,1761856784730000000,1761856844727000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1761856784730000000,1761856844727000000,0
jps.load.project.to.empty.storage.ms,1761856784730000000,1761856844727000000,0
workspaceModel.orphan.listener.update.ms,1761856784730000000,1761856844727000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1761856784730000000,1761856844727000000,0
workspaceModel.sync.entities.ms,1761856784730000000,1761856844727000000,0
workspaceModel.moduleBridge.before.changed.ms,1761856784730000000,1761856844727000000,0
workspaceModel.save.cache.to.file.ms,1761856784730000000,1761856844727000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1761856784730000000,1761856844727000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1761856784730000000,1761856844727000000,0
workspaceModel.load.cache.metadata.from.file.ms,1761856784730000000,1761856844727000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1761856784730000000,1761856844727000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1761856784730000000,1761856844727000000,0
JVM.GC.collectionTimesMs,1761856784730000000,1761856844727000000,20
JVM.usedHeapBytes,1761856784730000000,1761856844727000000,608834440
MEM.ramPlusSwapMinusFileMappingsBytes,1761856784730000000,1761856844727000000,2063430144
MEM.ramBytes,1761856784730000000,1761856844727000000,390955008
JVM.maxHeapBytes,1761856784730000000,1761856844727000000,2147483648
JVM.usedNativeBytes,1761856784730000000,1761856844727000000,559012336
JVM.totalTimeAtSafepointsMs,1761856784730000000,1761856844727000000,21
JVM.newThreadsCount,1761856784730000000,1761856844727000000,2
MEM.fileMappingsRamBytes,1761856784730000000,1761856844727000000,108199936
JVM.totalSafepointCount,1761856784730000000,1761856844727000000,51
JVM.GC.collections,1761856784730000000,1761856844727000000,1
JVM.totalTimeToSafepointsMs,1761856784730000000,1761856844727000000,3
JVM.totalDirectByteBuffersBytes,1761856784730000000,1761856844727000000,23093381
MEM.ramMinusFileMappingsBytes,1761856784730000000,1761856844727000000,282755072
JVM.totalCpuTimeMs,1761856784730000000,1761856844727000000,4223
OS.loadAverage,1761856784730000000,1761856844727000000,33.59619140625
JVM.threadCount,1761856784730000000,1761856844727000000,78
JVM.totalBytesAllocated,1761856784730000000,1761856844727000000,81580344
JVM.committedHeapBytes,1761856784730000000,1761856844727000000,937426944
JVM.maxThreadCount,1761856784730000000,1761856844727000000,170
DiskQueryRelay.tasksExecuted,1761856844727000000,1761856853491000000,14
DiskQueryRelay.taskExecutionTotalTimeUs,1761856844727000000,1761856853491000000,1007
DiskQueryRelay.tasksRequested,1761856844727000000,1761856853491000000,14
writeAction.count,1761856844727000000,1761856853491000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1761856844727000000,1761856853491000000,1037
writeAction.max.wait.ms,1761856844727000000,1761856853491000000,135
writeAction.median.wait.ms,1761856844727000000,1761856853491000000,300
writeAction.wait.ms,1761856844727000000,1761856853491000000,0
VFS.folderCaseSensitivityReads,1761856844727000000,1761856853491000000,0
VFS.fileByIdCache.hits,1761856844727000000,1761856853491000000,0
VFS.fileByIdCache.misses,1761856844727000000,1761856853491000000,0
VFS.invertedFileNameIndex.requests,1761856844727000000,1761856853491000000,0
VFS.fileChildByName,1761856844727000000,1761856853491000000,8
workspaceModel.update.unloaded.entities.ms,1761856844727000000,1761856853491000000,0
workspaceModel.cachedValue.clear.count,1761856844727000000,1761856853491000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1761856844727000000,1761856853491000000,0
workspaceModel.workspaceFileIndexData.instances.count,1761856844727000000,1761856853491000000,0
workspaceModel.full.replace.project.model.ms,1761856844727000000,1761856853491000000,0
workspaceModel.replace.project.model.ms,1761856844727000000,1761856853491000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1761856844727000000,1761856853491000000,0
workspaceModel.initializing.ms,1761856844727000000,1761856853491000000,0
workspaceModel.on.changed.ms,1761856844727000000,1761856853491000000,0
workspaceModel.init.bridges.ms,1761856844727000000,1761856853491000000,0
workspaceModel.cachedValue.calculated.count,1761856844727000000,1761856853491000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1761856844727000000,1761856853491000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1761856844727000000,1761856853491000000,0
workspaceModel.pre.handlers.ms,1761856844727000000,1761856853491000000,0
workspaceModel.updates.count,1761856844727000000,1761856853491000000,0
workspaceModel.workspaceFileIndexData.init.ms,1761856844727000000,1761856853491000000,0
workspaceModel.to.snapshot.ms,1761856844727000000,1761856853491000000,0
workspaceModel.loading.total.ms,1761856844727000000,1761856853491000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1761856844727000000,1761856853491000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1761856844727000000,1761856853491000000,0
workspaceModel.check.recursive.update.ms,1761856844727000000,1761856853491000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1761856844727000000,1761856853491000000,0
workspaceModel.updates.ms,1761856844727000000,1761856853491000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1761856844727000000,1761856853491000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1761856844727000000,1761856853491000000,0
workspaceModel.on.before.changed.ms,1761856844727000000,1761856853491000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1761856844727000000,1761856853491000000,0
workspaceModel.cachedValue.from.cache.count,1761856844727000000,1761856853491000000,0
workspaceModel.cachedValue.total.get.count,1761856844727000000,1761856853491000000,0
workspaceModel.updates.precise.ms,1761856844727000000,1761856853491000000,0
workspaceModel.loading.from.cache.ms,1761856844727000000,1761856853491000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1761856844727000000,1761856853491000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1761856844727000000,1761856853491000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1761856844727000000,1761856853491000000,0
workspaceModel.collect.changes.ms,1761856844727000000,1761856853491000000,0
workspaceModel.cachedValueWithParameters.clear.count,1761856844727000000,1761856853491000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1761856844727000000,1761856853491000000,53510144
FilePageCache.pageLoads,1761856844727000000,1761856853491000000,0
StorageLockContext.competingThreads.max,1761856844727000000,1761856853491000000,0
DirectByteBufferAllocator.misses,1761856844727000000,1761856853491000000,0
FilePageCache.totalPageDisposalsUs,1761856844727000000,1761856853491000000,0
FilePageCache.maxCacheSizeInBytes,1761856844727000000,1761856853491000000,289423360
FilePageCache.uncachedFileAccess,1761856844727000000,1761856853491000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1761856844727000000,1761856853491000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1761856844727000000,1761856853491000000,0
FilePageCache.disposedBuffers,1761856844727000000,1761856853491000000,3
FilePageCache.pageFastCacheHits,1761856844727000000,1761856853491000000,0
FilePageCache.totalPageLoadsUs,1761856844727000000,1761856853491000000,0
DirectByteBufferAllocator.disposed,1761856844727000000,1761856853491000000,0
FilePageCache.pageHits,1761856844727000000,1761856853491000000,0
DirectByteBufferAllocator.hits,1761856844727000000,1761856853491000000,0
DirectByteBufferAllocator.reclaimed,1761856844727000000,1761856853491000000,3
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1761856844727000000,1761856853491000000,11550720
StorageLockContext.competingThreads.avg,1761856844727000000,1761856853491000000,0.0
FilePageCache.maxRegisteredFiles,1761856844727000000,1761856853491000000,512
FilePageCache.capacityInBytes,1761856844727000000,1761856853491000000,629145600
StorageLockContext.competingThreads.90P,1761856844727000000,1761856853491000000,0
NonBlockingReadAction.failedExecutionTimeUs,1761856844727000000,1761856853491000000,0
NonBlockingReadAction.finalizedExecutionsCount,1761856844727000000,1761856853491000000,0
NonBlockingReadAction.failedExecutionsCount,1761856844727000000,1761856853491000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1761856844727000000,1761856853491000000,0
AWTEventQueue.dispatchTimeTotalNS,1761856844727000000,1761856853491000000,280789343
Indexes.stubs.lookupDurationMaxMs,1761856844727000000,1761856853491000000,0.0
Indexes.stubs.lookupDurationAvgMs,1761856844727000000,1761856853491000000,0.0
Indexing.writer_2.totalTimeSpentWritingMs,1761856844727000000,1761856853491000000,0
Indexing.cache.totalCacheEvicted,1761856844727000000,1761856853491000000,0
Indexing.cache.totalCacheMisses,1761856844727000000,1761856853491000000,0
Indexes.stubs.lookups,1761856844727000000,1761856853491000000,0
Indexes.stubs.lookupDuration90PMs,1761856844727000000,1761856853491000000,0.0
Indexes.allKeys.lookupDuration90PMs,1761856844727000000,1761856853491000000,0.0
Indexing.writesQueuedMax,1761856844727000000,1761856853491000000,0
Indexes.entries.lookupDuration90PMs,1761856844727000000,1761856853491000000,0.0
Indexing.writer_0.totalTimeSpentWritingMs,1761856844727000000,1761856853491000000,0
Indexing.writesQueuedMin,1761856844727000000,1761856853491000000,0
Indexes.entries.lookupDurationAvgMs,1761856844727000000,1761856853491000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1761856844727000000,1761856853491000000,0
Indexing.cache.totalCacheAccesses,1761856844727000000,1761856853491000000,0
Indexing.writesQueuedAvg,1761856844727000000,1761856853491000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1761856844727000000,1761856853491000000,0.0
Indexes.entries.lookups,1761856844727000000,1761856853491000000,0
Indexes.allKeys.lookupDurationAvgMs,1761856844727000000,1761856853491000000,0.0
Indexing.writer_3.totalTimeSpentWritingMs,1761856844727000000,1761856853491000000,0
Indexing.totalTimeIndexersSleptMs,1761856844727000000,1761856853491000000,0
Indexes.allKeys.lookups,1761856844727000000,1761856853491000000,0
Indexes.entries.lookupDurationMaxMs,1761856844727000000,1761856853491000000,0.0
cacheStateStorage.set.counter,1761856844727000000,1761856853491000000,3
cacheStateStorage.get.duration,1761856844727000000,1761856853491000000,0
cacheStateStorage.get.counter,1761856844727000000,1761856853491000000,0
cacheStateStorage.set.duration,1761856844727000000,1761856853491000000,1
jps.load.initial.state.ms,1761856844727000000,1761856853491000000,0
jps.artifact.entities.serializer.save.entities.ms,1761856844727000000,1761856853491000000,0
workspaceModel.do.save.caches.ms,1761856844727000000,1761856853491000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1761856844727000000,1761856853491000000,0
jps.library.entities.serializer.load.entities.ms,1761856844727000000,1761856853491000000,0
jps.storage.jps.conf.reader.load.component.ms,1761856844727000000,1761856853491000000,0
workspaceModel.load.cache.from.file.ms,1761856844727000000,1761856853491000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1761856844727000000,1761856853491000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1761856844727000000,1761856853491000000,0
workspaceModel.global.updates.ms,1761856844727000000,1761856853491000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1761856844727000000,1761856853491000000,0
workspaceModel.global.updates.count,1761856844727000000,1761856853491000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1761856844727000000,1761856853491000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1761856844727000000,1761856853491000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1761856844727000000,1761856853491000000,0
jps.project.serializers.save.ms,1761856844727000000,1761856853491000000,0
jps.module.iml.entities.serializer.load.entities.ms,1761856844727000000,1761856853491000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1761856844727000000,1761856853491000000,0
jps.global.get.libraries.ms,1761856844727000000,1761856853491000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1761856844727000000,1761856853491000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1761856844727000000,1761856853491000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1761856844727000000,1761856853491000000,0
jps.global.handle.changed.events.ms,1761856844727000000,1761856853491000000,0
jps.app.storage.content.writer.save.component.ms,1761856844727000000,1761856853491000000,1
workspaceModel.moduleManagerBridge.newModule.ms,1761856844727000000,1761856853491000000,0
workspaceModel.mutableEntityStorage.entities.ms,1761856844727000000,1761856853491000000,0
jps.facet.change.listener.init.bridge.ms,1761856844727000000,1761856853491000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1761856844727000000,1761856853491000000,0
workspaceModel.global.apply.state.to.project.ms,1761856844727000000,1761856853491000000,0
jps.global.initialize.library.bridges.ms,1761856844727000000,1761856853491000000,0
jps.facet.change.listener.process.change.events.ms,1761856844727000000,1761856853491000000,0
jps.global.handle.before.change.events.ms,1761856844727000000,1761856853491000000,0
workspaceModel.mutableEntityStorage.instances.count,1761856844727000000,1761856853491000000,0
jps.project.serializers.load.ms,1761856844727000000,1761856853491000000,0
jps.save.changed.project.entities.ms,1761856844727000000,1761856853491000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1761856844727000000,1761856853491000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1761856844727000000,1761856853491000000,0
jps.global.get.library.ms,1761856844727000000,1761856853491000000,0
jps.artifact.entities.serializer.load.entities.ms,1761856844727000000,1761856853491000000,0
jps.global.initialize.library.bridges.after.loading.ms,1761856844727000000,1761856853491000000,0
jps.apply.loaded.storage.ms,1761856844727000000,1761856853491000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1761856844727000000,1761856853491000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1761856844727000000,1761856853491000000,0
jps.global.get.library.by.name.ms,1761856844727000000,1761856853491000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1761856844727000000,1761856853491000000,0
workspaceModel.moduleBridge.update.option.ms,1761856844727000000,1761856853491000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1761856844727000000,1761856853491000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1761856844727000000,1761856853491000000,0
jps.facet.change.listener.before.change.events.ms,1761856844727000000,1761856853491000000,0
jps.app.storage.content.reader.load.component.ms,1761856844727000000,1761856853491000000,0
jps.modifiable.module.model.bridge.new.module.ms,1761856844727000000,1761856853491000000,0
jps.module.iml.entities.serializer.save.entities.ms,1761856844727000000,1761856853491000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1761856844727000000,1761856853491000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1761856844727000000,1761856853491000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1761856844727000000,1761856853491000000,0
jps.modifiable.module.model.bridge.renaming.ms,1761856844727000000,1761856853491000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1761856844727000000,1761856853491000000,0
jps.modifiable.module.model.bridge.disposing.ms,1761856844727000000,1761856853491000000,0
jps.reload.project.entities.ms,1761856844727000000,1761856853491000000,0
jps.modifiable.module.model.bridge.load.module.ms,1761856844727000000,1761856853491000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1761856844727000000,1761856853491000000,0
jps.library.entities.serializer.save.entities.ms,1761856844727000000,1761856853491000000,0
jps.save.global.entities.ms,1761856844727000000,1761856853491000000,10
workspaceModel.moduleManagerBridge.get.modules.ms,1761856844727000000,1761856853491000000,0
jps.load.project.to.empty.storage.ms,1761856844727000000,1761856853491000000,0
workspaceModel.orphan.listener.update.ms,1761856844727000000,1761856853491000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1761856844727000000,1761856853491000000,0
workspaceModel.sync.entities.ms,1761856844727000000,1761856853491000000,0
workspaceModel.moduleBridge.before.changed.ms,1761856844727000000,1761856853491000000,0
workspaceModel.save.cache.to.file.ms,1761856844727000000,1761856853491000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1761856844727000000,1761856853491000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1761856844727000000,1761856853491000000,0
workspaceModel.load.cache.metadata.from.file.ms,1761856844727000000,1761856853491000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1761856844727000000,1761856853491000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1761856844727000000,1761856853491000000,0
JVM.GC.collectionTimesMs,1761856844727000000,1761856853491000000,0
JVM.usedHeapBytes,1761856844727000000,1761856853491000000,661263240
MEM.ramPlusSwapMinusFileMappingsBytes,1761856844727000000,1761856853491000000,1985966528
MEM.ramBytes,1761856844727000000,1761856853491000000,711999488
JVM.maxHeapBytes,1761856844727000000,1761856853491000000,2147483648
JVM.usedNativeBytes,1761856844727000000,1761856853491000000,561534616
JVM.totalTimeAtSafepointsMs,1761856844727000000,1761856853491000000,0
JVM.newThreadsCount,1761856844727000000,1761856853491000000,16
MEM.fileMappingsRamBytes,1761856844727000000,1761856853491000000,109412352
JVM.totalSafepointCount,1761856844727000000,1761856853491000000,9
JVM.GC.collections,1761856844727000000,1761856853491000000,0
JVM.totalTimeToSafepointsMs,1761856844727000000,1761856853491000000,0
JVM.totalDirectByteBuffersBytes,1761856844727000000,1761856853491000000,22221982
MEM.ramMinusFileMappingsBytes,1761856844727000000,1761856853491000000,602554368
JVM.totalCpuTimeMs,1761856844727000000,1761856853491000000,1527
OS.loadAverage,1761856844727000000,1761856853491000000,33.6513671875
JVM.threadCount,1761856844727000000,1761856853491000000,71
JVM.totalBytesAllocated,1761856844727000000,1761856853491000000,29571600
JVM.committedHeapBytes,1761856844727000000,1761856853491000000,937426944
JVM.maxThreadCount,1761856844727000000,1761856853491000000,170
